product_key,category,subcategory,product_name,ratings
10003973,Furniture,Tables,Bretford Rectangular Conference Table Tops,3.32
10001877,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,3.74
10000184,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",3.53
10000310,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,3.89
10004579,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",3.58
10003167,Furniture,Chairs,Global Low Back Tilter Chair,3.53
10003878,Office Supplies,Labels,Avery 481,4.6
10000075,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",3.67
10003305,Technology,Phones,AT&T 1080 Phone,3.38
10002366,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",3.44
10002632,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",3.43
10003668,Office Supplies,Storage,Fellowes Recycled Storage Drawers,3.69
10003745,Office Supplies,Binders,Avery Hanging File Binders,3.31
10003926,Office Supplies,Labels,Staple-on labels,3.11
10004172,Office Supplies,Labels,Avery 495,3.4
10000682,Office Supplies,Storage,"Personal Folder Holder, Ebony",3.77
10001061,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",4.49
10004201,Office Supplies,Labels,Avery 485,3.76
10001188,Office Supplies,Labels,Avery 494,3.56
10000129,Office Supplies,Paper,Xerox 1916,3.44
10002785,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2.28
10004277,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,3.31
10002990,Technology,Phones,Mediabridge Sport Armband iPhone 5s,4.26
10001736,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,3.15
10002492,Office Supplies,Binders,GBC Plasticlear Binding Covers,3.68
10004031,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,4.75
10001849,Office Supplies,Paper,Xerox 1965,3.63
10000783,Office Supplies,Art,DIXON Oriole Pencils,3.61
10004084,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",4.18
10002745,Office Supplies,Art,Economy #2 Pencils,3.49
10000108,Furniture,Furnishings,Magnifier Swing Arm Lamp,3.89
10003690,Office Supplies,Paper,Easy-staple paper,3.43
10003086,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",3.68
10003801,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.1
10003187,Office Supplies,Binders,Avery Hole Reinforcements,4.04
10002120,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,3.99
10002321,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,4.31
10002506,Furniture,Furnishings,Staple-based wall hangings,2.83
10003655,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",3.84
10003032,Office Supplies,Art,SANFORD Major Accent Highlighters,3.55
10002789,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3.61
10000886,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.95
10000823,Technology,Phones,Avaya 5420 Digital phone,3.68
10000972,Office Supplies,Paper,Easy-staple paper,3.99
10000216,Office Supplies,Binders,Ibico Standard Transparent Covers,3.77
10001238,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",3.22
10004595,Office Supplies,Binders,Poly Designer Cover & Back,3.19
10000975,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,3.47
10002942,Office Supplies,Paper,Xerox 1975,3.86
10002476,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,3.91
10003176,Office Supplies,Art,Staples in misc. colors,4.0
10003889,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,4.1
10001523,Technology,Accessories,Logitech Wireless Marathon Mouse M705,3.41
10000718,Office Supplies,Binders,GBC Instant Report Kit,4.37
10001710,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,3.57
10000101,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,3.55
10002463,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",4.12
10002113,Office Supplies,Art,Prang Drawing Pencil Set,3.84
10003588,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",3.82
10000285,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",2.59
10003739,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",3.66
10004223,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,3.36
10001125,Furniture,Furnishings,Aluminum Document Frame,3.65
10000951,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,3.83
10004617,Office Supplies,Paper,Astroparche Fine Business Paper,4.29
10000151,Office Supplies,Paper,Xerox 1883,3.23
10000676,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",3.55
10001831,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,4.04
10000068,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",4.0
10002145,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,4.02
10001911,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",3.71
10001463,Office Supplies,Storage,Safco Industrial Wire Shelving System,3.82
10002296,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.25
10003236,Office Supplies,Paper,Xerox 1924,2.99
10001700,Office Supplies,Fasteners,Staples,3.74
10002303,Office Supplies,Art,Newell 339,3.63
10002769,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,3.69
10004369,Furniture,Tables,Global Adaptabilities Conference Tables,3.75
10000880,Office Supplies,Labels,Avery File Folder Labels,3.48
10001160,Office Supplies,Labels,Avery 517,3.11
10002564,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",3.21
10001897,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,4.07
10004333,Office Supplies,Art,Prang Drawing Pencil Set,4.15
10000195,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",3.94
10004719,Office Supplies,Paper,Xerox 1920,3.76
10001229,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",4.22
10004637,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3.67
10001943,Furniture,Tables,Bevis 36 x 72 Conference Tables,3.26
10003847,Furniture,Furnishings,Contemporary Borderless Frame,3.01
10004343,Technology,Accessories,Logitech Wireless Touch Keyboard K400,4.05
10000230,Technology,Accessories,Logitech P710e Mobile Speakerphone,3.24
10001297,Office Supplies,Art,Newell 340,3.98
10000939,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,3.88
10002514,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",3.78
10003235,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.04
10000689,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,3.43
10002284,Office Supplies,Fasteners,Alliance Rubber Bands,3.81
10003920,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3.73
10003872,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",4.77
10003629,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",3.81
10004707,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",4.19
10003666,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,3.14
10003412,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,3.89
10003867,Office Supplies,Paper,Xerox 209,3.79
10001567,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",3.93
10003880,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,3.87
10001414,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,3.52
10000149,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,2.92
10002579,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3.89
10000447,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3.7
10001702,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",3.9
10003817,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,3.43
10000821,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3.48
10001850,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,4.28
10001197,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,4.24
10003154,Office Supplies,Binders,Avery Durable Poly Binders,3.85
10004412,Office Supplies,Paper,Xerox 1909,3.56
10003566,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",3.8
10002359,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,4.02
10001893,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.1
10001038,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",3.35
10000774,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,3.93
10001147,Office Supplies,Paper,Xerox 1996,3.66
10002915,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,3.92
10002190,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,3.86
10000743,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",3.8
10004301,Furniture,Tables,Hon Non-Folding Utility Tables,3.63
10004911,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,4.12
10001151,Office Supplies,Binders,GBC Binding covers,4.18
10002158,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,3.52
10001670,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",3.8
10004395,Furniture,Tables,KI Adjustable-Height Table,3.25
10001281,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,3.56
10001599,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",3.94
10000577,Office Supplies,Binders,Angle-D Ring Binders,4.12
10001568,Furniture,Tables,Hon 5100 Series Wood Tables,3.44
10004484,Furniture,Furnishings,Eldon Wave Desk Accessories,3.49
10000328,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,3.29
10001923,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3.66
10000754,Office Supplies,Binders,GBC Recycled Grain Textured Covers,3.11
10001470,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.6
10003022,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,3.78
10003877,Office Supplies,Art,Newell 350,4.0
10000828,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,2.85
10000540,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",3.11
10001778,Office Supplies,Binders,GBC VeloBind Cover Sets,3.94
10004164,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,3.71
10001818,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.73
10000040,Technology,Phones,Plantronics HL10 Handset Lifter,3.63
10002695,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,3.56
10001976,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",4.15
10000206,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4.07
10002217,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",4.22
10001261,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",4.04
10002786,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",4.23
10004682,Office Supplies,Paper,Xerox 1981,4.17
10001191,Office Supplies,Art,Newell 35,3.53
10001319,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,
10004753,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,3.16
10003277,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,3.68
10001350,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3.27
10001803,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",4.07
10003661,Furniture,Chairs,"Global Stack Chair with Arms, Black",3.6
10003898,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",3.56
10002238,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,3.98
10000073,Office Supplies,Storage,Safco Industrial Wire Shelving System,3.65
10003253,Office Supplies,Binders,Storex Dura Pro Binders,4.09
10003239,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",3.94
10004150,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",3.88
10004891,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,4.18
10000546,Office Supplies,Paper,Xerox 222,2.62
10001033,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.71
10002852,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",4.34
10001031,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,3.14
10002160,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",3.9
10003260,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",4.38
10002566,Office Supplies,Storage,Safco Industrial Wire Shelving System,4.5
10003400,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,3.78
10002968,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,3.62
10000687,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,3.91
10004027,Technology,Accessories,Imation Clip USB flash drive - 8 GB,1.29
10004192,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3.62
10000463,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",4.15
10004103,Office Supplies,Paper,Xerox 1976,3.55
10003582,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,3.93
10000170,Furniture,Chairs,"Global Value Steno Chair, Gray",3.6
10004091,Office Supplies,Art,Newell 315,3.88
10002850,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3.58
10001785,Office Supplies,Envelopes,Staple envelope,3.4
10004326,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",4.98
10004095,Office Supplies,Art,Newell 314,3.47
10004550,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,3.9
10002570,Furniture,Tables,Hon Rectangular Conference Tables,3.87
10003808,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",3.77
10001219,Technology,Phones,Panasonic KX T7731-B Digital phone,4.03
10001814,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,4.06
10004785,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,3.93
10001613,Office Supplies,Art,Newell 345,3.66
10003777,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,3.84
10001696,Furniture,Chairs,Novimex Fabric Task Chair,3.25
10001808,Office Supplies,Paper,Xerox 1991,3.48
10001209,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",3.45
10000413,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",4.06
10001273,Furniture,Chairs,Global Super Steno Chair,4.16
10000467,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,4.35
10003060,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,3.79
10002182,Office Supplies,Art,Newell 311,4.08
10003525,Office Supplies,Appliances,Staple holder,3.37
10003850,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,
10004721,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,3.97
10004260,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,4.24
10004365,Office Supplies,Paper,Xerox 1899,3.97
10004818,Technology,Machines,Penpower WorldCard Pro Card Scanner,3.4
10001649,Office Supplies,Art,Newell 321,3.93
10004087,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",2.78
10004899,Office Supplies,Binders,GBC Instant Index System for Binding Systems,3.6
10004094,Technology,Phones,AT&T 17929 Lendline Telephone,3.34
10004662,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,4.41
10000796,Office Supplies,Binders,Large Capacity Hanging Post Binders,3.39
10004824,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,3.47
10003220,Office Supplies,Paper,Xerox 1917,3.96
10004173,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,3.86
10004335,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,4.34
10001806,Office Supplies,Storage,Super Decoflex Portable Personal File,3.51
10002000,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",4.27
10004857,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,3.67
10003556,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",4.26
10001966,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4.03
10003997,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",3.3
10000713,Office Supplies,Binders,3-ring staple pack,3.49
10000831,Office Supplies,Storage,Fellowes High-Stak Drawer Files,3.4
10004396,Office Supplies,Storage,Tennsco Commercial Shelving,4.38
10001344,Office Supplies,Fasteners,Stockwell Push Pins,3.91
10001975,Furniture,Chairs,"Global Geo Office Task Chair, Gray",2.95
10002662,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",2.79
10000560,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3.97
10002194,Technology,Phones,Nokia Lumia 925,3.6
10003062,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,3.85
10004128,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",4.16
10001440,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",3.81
10001706,Furniture,Chairs,Novimex Fabric Task Chair,4.22
10003746,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4.04
10000861,Furniture,Tables,Bevis Boat-Shaped Conference Table,3.01
10004555,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,3.35
10003933,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",3.64
10000280,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",4.06
10000311,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,4.29
10000816,Office Supplies,Binders,Binding Machine Supplies,3.9
10002832,Office Supplies,Paper,Xerox 1944,3.85
10001686,Office Supplies,Paper,Things To Do Today Pad,3.5
10000016,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",3.23
10004135,Office Supplies,Paper,Tops Wirebound Message Log Books,3.42
10002118,Office Supplies,Binders,GBC Recycled Regency Composition Covers,4.32
10003076,Technology,Copiers,Sharp 1540cs Digital Laser Copier,3.27
10002294,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,3.51
10002362,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,3.87
10001572,Office Supplies,Storage,Tennsco Industrial Shelving,3.36
10003790,Furniture,Furnishings,Eldon Wave Desk Accessories,3.75
10001290,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",4.12
10002653,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",4.03
10000553,Office Supplies,Supplies,Acme Value Line Scissors,3.92
10001950,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",3.95
10002390,Technology,Phones,PowerGen Dual USB Car Charger,4.27
10002336,Office Supplies,Appliances,Holmes Odor Grabber,4.06
10000752,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.32
10003953,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.3
10001166,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,4.21
10004592,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.88
10002243,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",3.56
10003354,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,3.71
10004408,Technology,Accessories,Logitech Wireless Marathon Mouse M705,3.77
10004073,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,3.6
10004644,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,4.41
10004196,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",3.54
10002375,Office Supplies,Art,Newell 34,3.38
10003533,Office Supplies,Paper,Xerox 1880,3.89
10004502,Office Supplies,Paper,Xerox 202,3.7
10002637,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.37
10002044,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),3.92
10004454,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,4.31
10000856,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",4.01
10001760,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",2.26
10001293,Office Supplies,Paper,Xerox 1946,4.29
10004843,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",3.65
10002607,Office Supplies,Storage,Staple magnet,3.61
10001267,Office Supplies,Art,Newell 35,4.09
10003693,Office Supplies,Binders,Satellite Sectional Post Binders,3.92
10003094,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,3.7
10004207,Office Supplies,Paper,Xerox 206,4.05
10004194,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",4.16
10002178,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,4.31
10003432,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,3.25
10003618,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,2.55
10001829,Office Supplies,Appliances,Holmes HEPA Air Purifier,4.15
10002912,Office Supplies,Paper,Xerox 210,3.59
10000534,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,4.1
10001325,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,3.99
10004660,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",3.8
10002735,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,2.96
10000335,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",4.5
10000254,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,4.23
10003247,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,4.17
10003111,Technology,Phones,Jabra SPEAK 410,3.98
10000169,Office Supplies,Paper,Xerox 1913,4.15
10001449,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.31
10000957,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,4.52
10001352,Office Supplies,Labels,Avery 481,3.16
10001672,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,3.73
10004231,Office Supplies,Binders,Avery Hole Reinforcements,3.15
10000243,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",3.23
10001454,Office Supplies,Fasteners,Staples,4.32
10003764,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,3.91
10002225,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.66
10001282,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",3.93
10000969,Technology,Accessories,Micropad Numeric Keypads,4.33
10000516,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.44
10001481,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",4.0
10001560,Office Supplies,Paper,Tops White Computer Printout Paper,4.39
10002491,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",3.96
10002244,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",4.28
10001869,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,3.44
10002641,Office Supplies,Storage,Adjustable Personal File Tote,4.0
10002843,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",4.24
10003773,Office Supplies,Paper,Xerox 1947,3.24
10002828,Office Supplies,Paper,Xerox 201,3.53
10000446,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,3.38
10000079,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3.61
10002096,Office Supplies,Binders,Storex Dura Pro Binders,3.89
10000454,Office Supplies,Storage,SAFCO Boltless Steel Shelving,3.76
10001200,Furniture,Chairs,"Leather Task Chair, Black",3.11
10003325,Office Supplies,Binders,Tuf-Vin Binders,4.3
10000556,Technology,Phones,GE 30524EE4,4.35
10003081,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,2.86
10004314,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,3.52
10000253,Office Supplies,Binders,Acco 3-Hole Punch,4.04
10001569,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",3.5
10000481,Office Supplies,Binders,Vinyl Sectional Post Binders,2.8
10000327,Office Supplies,Binders,Storex Dura Pro Binders,3.53
10003706,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,3.91
10004676,Office Supplies,Paper,Xerox 1911,3.12
10001399,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",3.55
10001258,Office Supplies,Binders,Prestige Round Ring Binders,4.21
10000011,Technology,Phones,Konftel 250 Conference phone - Charcoal black,3.85
10000299,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",3.48
10004044,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.27
10004673,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",3.78
10004833,Technology,Phones,Motorola L703CM,3.24
10003482,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3.44
10004465,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",3.61
10003430,Technology,Accessories,Belkin Standard 104 key USB Keyboard,3.93
10002168,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3.36
10003349,Office Supplies,Binders,Avery Round Ring Poly Binders,3.11
10000303,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,3.7
